seller_id,item_id,item_name,category,market_price,expected_units_sold,expected_revenue
S101,I1007544,Philips Air Fryer,Home Appliances,64889.06,1314.5,8.529667594E7
S101,I1007544,Adidas Ultraboost 23,Footwear,64889.06,1314.5,8.529667594E7
S101,I194154,Adidas Ultraboost 23,Footwear,60811.05,1326.0,8.06354523E7
S101,I194154,Samsung Galaxy S24 Ultra,Electronics,60811.05,1326.0,8.06354523E7
S101,I175032,Adidas Ultraboost 23,Footwear,61208.04,1233.5,7.550011734E7
S101,I175032,Nike Air Zoom Pegasus,Footwear,61208.04,1233.5,7.550011734E7
S101,I138210,Skechers Gowalk,Footwear,49735.07,1278.0,6.356141946E7
S101,I138210,Dyson Vacuum Cleaner,Home Appliances,49735.07,1278.0,6.356141946E7
S101,I239500,Levis Denim Jacket,Apparel,26816.35,2089.5,5.603276332E7
S101,I114562,Philips Air Fryer,Home Appliances,52905.56,969.0,5.12654828E7
S101,I114562,Boat Smartwatch,Electronics,52905.56,969.0,5.12654828E7
S101,I282802,Levis Denim Jacket,Apparel,131265.21,310.0,4.06922151E7
S101,I105131,Samsung Galaxy S24 Ultra,Electronics,71371.98,383.5,2.737115433E7
S101,I105131,Puma Running Shoes,Footwear,71371.98,383.5,2.737115433E7
S102,I181457,Dell Xps 13 Laptop,Electronics,141667.94,2998.5,4.247913031E8
S102,I181457,Levis Denim Jacket,Apparel,141667.94,2998.5,4.247913031E8
S102,I1002631,U.s. Polo T-shirt,Apparel,115034.58,2995.5,3.4458606941E8
S102,I587523,Sony Wh-1000xm5 Headphones,Electronics,107496.79,2995.5,3.2200664942E8
S102,I587523,Zara Maxi Dress,Apparel,107496.79,2995.5,3.2200664942E8
S102,I682869,H&m Cotton Shirt,Apparel,102045.08,2995.5,3.0567602216E8
S102,I255860,Dell Xps 13 Laptop,Electronics,104306.98,2434.5,2.5393534281E8
S102,I225556,Nike Air Zoom Pegasus,Footwear,81969.44,2413.5,1.9783323137E8
S102,I225556,Dyson Vacuum Cleaner,Home Appliances,81969.44,2413.5,1.9783323137E8
S102,I763536,Zara Maxi Dress,Apparel,66019.53,2996.0,1.9779451188E8
S102,I763536,Dell Xps 13 Laptop,Electronics,66019.53,2996.0,1.9779451188E8
S102,I1009057,Dyson Vacuum Cleaner,Home Appliances,65960.56,2997.5,1.977167786E8
S102,I1009057,Allen Solly Formal Pants,Apparel,65960.56,2997.5,1.977167786E8
S102,I225509,Lg 7kg Washing Machine,Home Appliances,80772.5,2238.0,1.80768855E8
S102,I225509,Dyson Vacuum Cleaner,Home Appliances,80772.5,2238.0,1.80768855E8
S102,I228838,U.s. Polo T-shirt,Apparel,88968.68,1942.0,1.7277717656E8
S102,I228838,Allen Solly Formal Pants,Apparel,88968.68,1942.0,1.7277717656E8
S102,I145090,Sony Wh-1000xm5 Headphones,Electronics,90005.42,1662.5,1.4963400244E8
S102,I194257,Boat Smartwatch,Electronics,118656.82,1217.5,1.4446467226E8
S102,I194257,H&m Cotton Shirt,Apparel,118656.82,1217.5,1.4446467226E8
S102,I271840,Allen Solly Formal Pants,Apparel,88519.13,1617.5,1.4317969278E8
S102,I23620,Samsung 55” Smart Tv,Home Appliances,79505.91,1723.0,1.3698868293E8
S102,I23620,Adidas Ultraboost 23,Footwear,79505.91,1723.0,1.3698868293E8
S102,I253371,Sony Wh-1000xm5 Headphones,Electronics,69966.36,1860.0,1.301374203E8
S102,I277256,Philips Air Fryer,Home Appliances,53210.45,2323.5,1.2363446896E8
S102,I277256,Lg 7kg Washing Machine,Home Appliances,53210.45,2323.5,1.2363446896E8
S102,I205739,Adidas Ultraboost 23,Footwear,89851.61,1182.0,1.0620459711E8
S102,I205739,Boat Smartwatch,Electronics,89851.61,1182.0,1.0620459711E8
S102,I262878,H&m Cotton Shirt,Apparel,37563.94,2740.0,1.029251956E8
S102,I262878,Bajaj Mixer Grinder,Home Appliances,37563.94,2740.0,1.029251956E8
S102,I204891,Dell Xps 13 Laptop,Electronics,99941.69,935.0,9.344548015E7
S102,I204891,Samsung Galaxy S24 Ultra,Electronics,99941.69,935.0,9.344548015E7
S102,I11267,U.s. Polo T-shirt,Apparel,78949.31,1165.5,9.201541498E7
S102,I11267,Levis Denim Jacket,Apparel,78949.31,1165.5,9.201541498E7
S102,I1007544,Philips Air Fryer,Home Appliances,64889.06,1314.5,8.529667594E7
S102,I1007544,Adidas Ultraboost 23,Footwear,64889.06,1314.5,8.529667594E7
S102,I194154,Adidas Ultraboost 23,Footwear,60811.05,1326.0,8.06354523E7
S102,I194154,Samsung Galaxy S24 Ultra,Electronics,60811.05,1326.0,8.06354523E7
S102,I175032,Adidas Ultraboost 23,Footwear,61208.04,1233.5,7.550011734E7
S102,I175032,Nike Air Zoom Pegasus,Footwear,61208.04,1233.5,7.550011734E7
S102,I138210,Skechers Gowalk,Footwear,49735.07,1278.0,6.356141946E7
S102,I138210,Dyson Vacuum Cleaner,Home Appliances,49735.07,1278.0,6.356141946E7
S102,I239500,Levis Denim Jacket,Apparel,26816.35,2089.5,5.603276332E7
S102,I114562,Philips Air Fryer,Home Appliances,52905.56,969.0,5.12654828E7
S102,I114562,Boat Smartwatch,Electronics,52905.56,969.0,5.12654828E7
S102,I282802,Levis Denim Jacket,Apparel,131265.21,310.0,4.06922151E7
S102,I110383,H&m Cotton Shirt,Apparel,27055.68,1100.5,2.977477584E7
S102,I110383,Puma Running Shoes,Footwear,27055.68,1100.5,2.977477584E7
S102,I105131,Samsung Galaxy S24 Ultra,Electronics,71371.98,383.5,2.737115433E7
S102,I105131,Puma Running Shoes,Footwear,71371.98,383.5,2.737115433E7
S103,I181457,Dell Xps 13 Laptop,Electronics,141667.94,2998.5,4.247913031E8
S103,I181457,Levis Denim Jacket,Apparel,141667.94,2998.5,4.247913031E8
S103,I1002631,U.s. Polo T-shirt,Apparel,115034.58,2995.5,3.4458606941E8
S103,I587523,Sony Wh-1000xm5 Headphones,Electronics,107496.79,2995.5,3.2200664942E8
S103,I587523,Zara Maxi Dress,Apparel,107496.79,2995.5,3.2200664942E8
S103,I682869,H&m Cotton Shirt,Apparel,102045.08,2995.5,3.0567602216E8
S103,I255860,Dell Xps 13 Laptop,Electronics,104306.98,2434.5,2.5393534281E8
S103,I763536,Zara Maxi Dress,Apparel,66019.53,2996.0,1.9779451188E8
S103,I763536,Dell Xps 13 Laptop,Electronics,66019.53,2996.0,1.9779451188E8
S103,I1009057,Dyson Vacuum Cleaner,Home Appliances,65960.56,2997.5,1.977167786E8
S103,I1009057,Allen Solly Formal Pants,Apparel,65960.56,2997.5,1.977167786E8
S103,I225509,Lg 7kg Washing Machine,Home Appliances,80772.5,2238.0,1.80768855E8
S103,I225509,Dyson Vacuum Cleaner,Home Appliances,80772.5,2238.0,1.80768855E8
S103,I228838,U.s. Polo T-shirt,Apparel,88968.68,1942.0,1.7277717656E8
S103,I228838,Allen Solly Formal Pants,Apparel,88968.68,1942.0,1.7277717656E8
S103,I145090,Sony Wh-1000xm5 Headphones,Electronics,90005.42,1662.5,1.4963400244E8
S103,I194257,Boat Smartwatch,Electronics,118656.82,1217.5,1.4446467226E8
S103,I194257,H&m Cotton Shirt,Apparel,118656.82,1217.5,1.4446467226E8
S103,I271840,Allen Solly Formal Pants,Apparel,88519.13,1617.5,1.4317969278E8
S103,I23620,Samsung 55” Smart Tv,Home Appliances,79505.91,1723.0,1.3698868293E8
S103,I23620,Adidas Ultraboost 23,Footwear,79505.91,1723.0,1.3698868293E8
S103,I253371,Sony Wh-1000xm5 Headphones,Electronics,69966.36,1860.0,1.301374203E8
S103,I277256,Philips Air Fryer,Home Appliances,53210.45,2323.5,1.2363446896E8
S103,I277256,Lg 7kg Washing Machine,Home Appliances,53210.45,2323.5,1.2363446896E8
S103,I205739,Adidas Ultraboost 23,Footwear,89851.61,1182.0,1.0620459711E8
S103,I205739,Boat Smartwatch,Electronics,89851.61,1182.0,1.0620459711E8
S103,I262878,H&m Cotton Shirt,Apparel,37563.94,2740.0,1.029251956E8
S103,I262878,Bajaj Mixer Grinder,Home Appliances,37563.94,2740.0,1.029251956E8
S103,I204891,Dell Xps 13 Laptop,Electronics,99941.69,935.0,9.344548015E7
S103,I204891,Samsung Galaxy S24 Ultra,Electronics,99941.69,935.0,9.344548015E7
S103,I11267,U.s. Polo T-shirt,Apparel,78949.31,1165.5,9.201541498E7
S103,I11267,Levis Denim Jacket,Apparel,78949.31,1165.5,9.201541498E7
S103,I1007544,Philips Air Fryer,Home Appliances,64889.06,1314.5,8.529667594E7
S103,I1007544,Adidas Ultraboost 23,Footwear,64889.06,1314.5,8.529667594E7
S103,I194154,Adidas Ultraboost 23,Footwear,60811.05,1326.0,8.06354523E7
S103,I194154,Samsung Galaxy S24 Ultra,Electronics,60811.05,1326.0,8.06354523E7
S103,I175032,Adidas Ultraboost 23,Footwear,61208.04,1233.5,7.550011734E7
S103,I175032,Nike Air Zoom Pegasus,Footwear,61208.04,1233.5,7.550011734E7
S103,I138210,Skechers Gowalk,Footwear,49735.07,1278.0,6.356141946E7
S103,I138210,Dyson Vacuum Cleaner,Home Appliances,49735.07,1278.0,6.356141946E7
S103,I239500,Levis Denim Jacket,Apparel,26816.35,2089.5,5.603276332E7
S103,I114562,Philips Air Fryer,Home Appliances,52905.56,969.0,5.12654828E7
S103,I114562,Boat Smartwatch,Electronics,52905.56,969.0,5.12654828E7
S103,I282802,Levis Denim Jacket,Apparel,131265.21,310.0,4.06922151E7
S103,I110383,H&m Cotton Shirt,Apparel,27055.68,1100.5,2.977477584E7
S103,I110383,Puma Running Shoes,Footwear,27055.68,1100.5,2.977477584E7
S104,I181457,Dell Xps 13 Laptop,Electronics,141667.94,2998.5,4.247913031E8
S104,I181457,Levis Denim Jacket,Apparel,141667.94,2998.5,4.247913031E8
S104,I1002631,U.s. Polo T-shirt,Apparel,115034.58,2995.5,3.4458606941E8
S104,I587523,Sony Wh-1000xm5 Headphones,Electronics,107496.79,2995.5,3.2200664942E8
S104,I587523,Zara Maxi Dress,Apparel,107496.79,2995.5,3.2200664942E8
S104,I682869,H&m Cotton Shirt,Apparel,102045.08,2995.5,3.0567602216E8
S104,I255860,Dell Xps 13 Laptop,Electronics,104306.98,2434.5,2.5393534281E8
S104,I225556,Nike Air Zoom Pegasus,Footwear,81969.44,2413.5,1.9783323137E8
S104,I225556,Dyson Vacuum Cleaner,Home Appliances,81969.44,2413.5,1.9783323137E8
S104,I763536,Zara Maxi Dress,Apparel,66019.53,2996.0,1.9779451188E8
S104,I763536,Dell Xps 13 Laptop,Electronics,66019.53,2996.0,1.9779451188E8
S104,I1009057,Dyson Vacuum Cleaner,Home Appliances,65960.56,2997.5,1.977167786E8
S104,I1009057,Allen Solly Formal Pants,Apparel,65960.56,2997.5,1.977167786E8
S104,I225509,Lg 7kg Washing Machine,Home Appliances,80772.5,2238.0,1.80768855E8
S104,I225509,Dyson Vacuum Cleaner,Home Appliances,80772.5,2238.0,1.80768855E8
S104,I228838,U.s. Polo T-shirt,Apparel,88968.68,1942.0,1.7277717656E8
S104,I228838,Allen Solly Formal Pants,Apparel,88968.68,1942.0,1.7277717656E8
S104,I145090,Sony Wh-1000xm5 Headphones,Electronics,90005.42,1662.5,1.4963400244E8
S104,I194257,Boat Smartwatch,Electronics,118656.82,1217.5,1.4446467226E8
S104,I194257,H&m Cotton Shirt,Apparel,118656.82,1217.5,1.4446467226E8
S104,I271840,Allen Solly Formal Pants,Apparel,88519.13,1617.5,1.4317969278E8
S104,I23620,Samsung 55” Smart Tv,Home Appliances,79505.91,1723.0,1.3698868293E8
S104,I23620,Adidas Ultraboost 23,Footwear,79505.91,1723.0,1.3698868293E8
S104,I253371,Sony Wh-1000xm5 Headphones,Electronics,69966.36,1860.0,1.301374203E8
S104,I277256,Philips Air Fryer,Home Appliances,53210.45,2323.5,1.2363446896E8
S104,I277256,Lg 7kg Washing Machine,Home Appliances,53210.45,2323.5,1.2363446896E8
S104,I205739,Adidas Ultraboost 23,Footwear,89851.61,1182.0,1.0620459711E8
S104,I205739,Boat Smartwatch,Electronics,89851.61,1182.0,1.0620459711E8
S104,I262878,H&m Cotton Shirt,Apparel,37563.94,2740.0,1.029251956E8
S104,I262878,Bajaj Mixer Grinder,Home Appliances,37563.94,2740.0,1.029251956E8
S104,I204891,Dell Xps 13 Laptop,Electronics,99941.69,935.0,9.344548015E7
S104,I204891,Samsung Galaxy S24 Ultra,Electronics,99941.69,935.0,9.344548015E7
S104,I11267,U.s. Polo T-shirt,Apparel,78949.31,1165.5,9.201541498E7
S104,I11267,Levis Denim Jacket,Apparel,78949.31,1165.5,9.201541498E7
S104,I1007544,Philips Air Fryer,Home Appliances,64889.06,1314.5,8.529667594E7
S104,I1007544,Adidas Ultraboost 23,Footwear,64889.06,1314.5,8.529667594E7
S104,I194154,Adidas Ultraboost 23,Footwear,60811.05,1326.0,8.06354523E7
S104,I194154,Samsung Galaxy S24 Ultra,Electronics,60811.05,1326.0,8.06354523E7
S104,I175032,Adidas Ultraboost 23,Footwear,61208.04,1233.5,7.550011734E7
S104,I175032,Nike Air Zoom Pegasus,Footwear,61208.04,1233.5,7.550011734E7
S104,I239500,Levis Denim Jacket,Apparel,26816.35,2089.5,5.603276332E7
S104,I114562,Philips Air Fryer,Home Appliances,52905.56,969.0,5.12654828E7
S104,I114562,Boat Smartwatch,Electronics,52905.56,969.0,5.12654828E7
S104,I282802,Levis Denim Jacket,Apparel,131265.21,310.0,4.06922151E7
S104,I110383,H&m Cotton Shirt,Apparel,27055.68,1100.5,2.977477584E7
S104,I110383,Puma Running Shoes,Footwear,27055.68,1100.5,2.977477584E7
S104,I105131,Samsung Galaxy S24 Ultra,Electronics,71371.98,383.5,2.737115433E7
S104,I105131,Puma Running Shoes,Footwear,71371.98,383.5,2.737115433E7
S105,I181457,Dell Xps 13 Laptop,Electronics,141667.94,2998.5,4.247913031E8
S105,I181457,Levis Denim Jacket,Apparel,141667.94,2998.5,4.247913031E8
S105,I1002631,U.s. Polo T-shirt,Apparel,115034.58,2995.5,3.4458606941E8
S105,I587523,Sony Wh-1000xm5 Headphones,Electronics,107496.79,2995.5,3.2200664942E8
S105,I587523,Zara Maxi Dress,Apparel,107496.79,2995.5,3.2200664942E8
S105,I682869,H&m Cotton Shirt,Apparel,102045.08,2995.5,3.0567602216E8
S105,I255860,Dell Xps 13 Laptop,Electronics,104306.98,2434.5,2.5393534281E8
S105,I225556,Nike Air Zoom Pegasus,Footwear,81969.44,2413.5,1.9783323137E8
S105,I225556,Dyson Vacuum Cleaner,Home Appliances,81969.44,2413.5,1.9783323137E8
S105,I763536,Zara Maxi Dress,Apparel,66019.53,2996.0,1.9779451188E8
S105,I763536,Dell Xps 13 Laptop,Electronics,66019.53,2996.0,1.9779451188E8
S105,I1009057,Dyson Vacuum Cleaner,Home Appliances,65960.56,2997.5,1.977167786E8
S105,I1009057,Allen Solly Formal Pants,Apparel,65960.56,2997.5,1.977167786E8
S105,I225509,Lg 7kg Washing Machine,Home Appliances,80772.5,2238.0,1.80768855E8
S105,I225509,Dyson Vacuum Cleaner,Home Appliances,80772.5,2238.0,1.80768855E8
S105,I228838,U.s. Polo T-shirt,Apparel,88968.68,1942.0,1.7277717656E8
S105,I228838,Allen Solly Formal Pants,Apparel,88968.68,1942.0,1.7277717656E8
S105,I145090,Sony Wh-1000xm5 Headphones,Electronics,90005.42,1662.5,1.4963400244E8
S105,I194257,Boat Smartwatch,Electronics,118656.82,1217.5,1.4446467226E8
S105,I194257,H&m Cotton Shirt,Apparel,118656.82,1217.5,1.4446467226E8
S105,I271840,Allen Solly Formal Pants,Apparel,88519.13,1617.5,1.4317969278E8
S105,I23620,Samsung 55” Smart Tv,Home Appliances,79505.91,1723.0,1.3698868293E8
S105,I23620,Adidas Ultraboost 23,Footwear,79505.91,1723.0,1.3698868293E8
S105,I253371,Sony Wh-1000xm5 Headphones,Electronics,69966.36,1860.0,1.301374203E8
S105,I277256,Philips Air Fryer,Home Appliances,53210.45,2323.5,1.2363446896E8
S105,I277256,Lg 7kg Washing Machine,Home Appliances,53210.45,2323.5,1.2363446896E8
S105,I205739,Adidas Ultraboost 23,Footwear,89851.61,1182.0,1.0620459711E8
S105,I205739,Boat Smartwatch,Electronics,89851.61,1182.0,1.0620459711E8
S105,I262878,H&m Cotton Shirt,Apparel,37563.94,2740.0,1.029251956E8
S105,I262878,Bajaj Mixer Grinder,Home Appliances,37563.94,2740.0,1.029251956E8
S105,I204891,Dell Xps 13 Laptop,Electronics,99941.69,935.0,9.344548015E7
S105,I204891,Samsung Galaxy S24 Ultra,Electronics,99941.69,935.0,9.344548015E7
S105,I11267,U.s. Polo T-shirt,Apparel,78949.31,1165.5,9.201541498E7
S105,I11267,Levis Denim Jacket,Apparel,78949.31,1165.5,9.201541498E7
S105,I1007544,Philips Air Fryer,Home Appliances,64889.06,1314.5,8.529667594E7
S105,I1007544,Adidas Ultraboost 23,Footwear,64889.06,1314.5,8.529667594E7
S105,I194154,Adidas Ultraboost 23,Footwear,60811.05,1326.0,8.06354523E7
S105,I194154,Samsung Galaxy S24 Ultra,Electronics,60811.05,1326.0,8.06354523E7
S105,I175032,Adidas Ultraboost 23,Footwear,61208.04,1233.5,7.550011734E7
S105,I175032,Nike Air Zoom Pegasus,Footwear,61208.04,1233.5,7.550011734E7
S105,I138210,Skechers Gowalk,Footwear,49735.07,1278.0,6.356141946E7
S105,I138210,Dyson Vacuum Cleaner,Home Appliances,49735.07,1278.0,6.356141946E7
S105,I239500,Levis Denim Jacket,Apparel,26816.35,2089.5,5.603276332E7
S105,I114562,Philips Air Fryer,Home Appliances,52905.56,969.0,5.12654828E7
S105,I114562,Boat Smartwatch,Electronics,52905.56,969.0,5.12654828E7
S105,I282802,Levis Denim Jacket,Apparel,131265.21,310.0,4.06922151E7
S105,I110383,H&m Cotton Shirt,Apparel,27055.68,1100.5,2.977477584E7
S105,I110383,Puma Running Shoes,Footwear,27055.68,1100.5,2.977477584E7
S105,I105131,Samsung Galaxy S24 Ultra,Electronics,71371.98,383.5,2.737115433E7
S105,I105131,Puma Running Shoes,Footwear,71371.98,383.5,2.737115433E7
S106,I181457,Dell Xps 13 Laptop,Electronics,141667.94,2998.5,4.247913031E8
S106,I181457,Levis Denim Jacket,Apparel,141667.94,2998.5,4.247913031E8
S106,I1002631,U.s. Polo T-shirt,Apparel,115034.58,2995.5,3.4458606941E8
S106,I587523,Sony Wh-1000xm5 Headphones,Electronics,107496.79,2995.5,3.2200664942E8
S106,I587523,Zara Maxi Dress,Apparel,107496.79,2995.5,3.2200664942E8
S106,I682869,H&m Cotton Shirt,Apparel,102045.08,2995.5,3.0567602216E8
S106,I255860,Dell Xps 13 Laptop,Electronics,104306.98,2434.5,2.5393534281E8
S106,I225556,Nike Air Zoom Pegasus,Footwear,81969.44,2413.5,1.9783323137E8
S106,I225556,Dyson Vacuum Cleaner,Home Appliances,81969.44,2413.5,1.9783323137E8
S106,I763536,Zara Maxi Dress,Apparel,66019.53,2996.0,1.9779451188E8
S106,I763536,Dell Xps 13 Laptop,Electronics,66019.53,2996.0,1.9779451188E8
S106,I1009057,Dyson Vacuum Cleaner,Home Appliances,65960.56,2997.5,1.977167786E8
S106,I1009057,Allen Solly Formal Pants,Apparel,65960.56,2997.5,1.977167786E8
S106,I225509,Lg 7kg Washing Machine,Home Appliances,80772.5,2238.0,1.80768855E8
S106,I225509,Dyson Vacuum Cleaner,Home Appliances,80772.5,2238.0,1.80768855E8
S106,I228838,U.s. Polo T-shirt,Apparel,88968.68,1942.0,1.7277717656E8
S106,I228838,Allen Solly Formal Pants,Apparel,88968.68,1942.0,1.7277717656E8
S106,I145090,Sony Wh-1000xm5 Headphones,Electronics,90005.42,1662.5,1.4963400244E8
S106,I194257,Boat Smartwatch,Electronics,118656.82,1217.5,1.4446467226E8
S106,I194257,H&m Cotton Shirt,Apparel,118656.82,1217.5,1.4446467226E8
S106,I271840,Allen Solly Formal Pants,Apparel,88519.13,1617.5,1.4317969278E8
S106,I23620,Samsung 55” Smart Tv,Home Appliances,79505.91,1723.0,1.3698868293E8
S106,I23620,Adidas Ultraboost 23,Footwear,79505.91,1723.0,1.3698868293E8
S106,I253371,Sony Wh-1000xm5 Headphones,Electronics,69966.36,1860.0,1.301374203E8
S106,I277256,Philips Air Fryer,Home Appliances,53210.45,2323.5,1.2363446896E8
S106,I277256,Lg 7kg Washing Machine,Home Appliances,53210.45,2323.5,1.2363446896E8
S106,I205739,Adidas Ultraboost 23,Footwear,89851.61,1182.0,1.0620459711E8
S106,I205739,Boat Smartwatch,Electronics,89851.61,1182.0,1.0620459711E8
